draw_idx,C1,C2,C3,C4,C5,C_MLP_BASE,C_TRANS_BASE,C_TRANS_MIX,C_TRANS_MEM
1577,0.7909404442883354,0.6692923246178277,0.7450173824091706,-0.20568389258164899,0.018709588179236736,0.5393334898275216,0.6259709402378733,0.24935407467190546,-0.4315908655909305
1578,0.2464472447351056,0.23300564722587824,0.21391092534937817,-0.07303393046146078,-0.042671368446413616,0.14087699488791738,0.4106958072427244,0.06731655061897379,-0.39943889942915
1579,0.15271666411123674,0.1464183486947397,0.13544806205000448,0.022722647788787853,-0.04887089724504845,0.15817070983879233,0.5199957365300526,0.26102921650896016,-0.09772485159468358
1580,0.19198479715845118,0.16312191579624913,0.5129008296779967,-0.2730124159385132,-0.054386341796447635,0.23988841373948344,0.525703553004709,0.21883886643629646,-0.42289996187104695
1581,0.2973512238509074,0.36891182368042885,0.5729693006074715,-0.4084943279157828,-0.27514959181677423,0.16447497269168876,0.6355919098429366,0.3523761746641439,-0.46772303255850123
1582,0.7395407510086625,0.5816971960261056,0.5794029189749464,-0.11678660005930075,0.006351752417870671,0.4626163189156457,0.6211018454182896,0.26469560273339215,-0.5094194135251768
1583,0.062483037804725305,0.02327228162488859,0.057865118989609665,-0.15865485350994435,-0.1818275489673944,-0.10078973452033468,0.46069348612733385,0.18564702041569148,-0.1688786500999474
1584,-0.49654245849646605,-0.6558656896090339,-0.5097490022994745,0.3062384222648059,0.0361997001949832,-0.2035105800346686,0.1419966907886454,-0.008665807069279552,0.2599265822872102
1585,0.5139647853999633,0.5588992903056158,0.9575305752655878,-0.14608017462704637,0.05729511016024913,0.8114504006385415,0.5042068452922663,0.20951052511459445,-0.32728765743064714
1586,-0.27204128896624724,-0.440037678338587,-0.07559107680054478,-0.048635450388595514,-0.1424953443553868,-0.12422652718914029,0.41994431869326637,0.1463452080000105,-0.06743554605099877
1587,0.2575350791082147,0.1842486574497202,0.5342683463421909,-0.2848513921512441,-0.10380874191666814,0.24941695419094678,0.6289067169589022,0.4656470483631179,-0.21051489638716542
1588,-0.3483181473395467,-0.3931107700903491,-0.5105010940483927,0.3316979742696402,-0.1840428730803616,-0.17880311977875252,0.397572863233425,-0.019956505192009866,0.06573038158074929
1589,0.20442108324938868,0.2240996805294797,0.33039819704773166,0.03656815417570414,-0.013174394183550264,0.3669663512234358,0.7915610680038778,0.34775213871930133,-0.2994140652555357
1590,-0.12824956013985167,-0.17385240184333295,-0.09244101459522325,-0.1876739224826568,-0.20795327849178513,-0.28011493707788004,0.620880642539434,0.4714983441871746,-0.11914260518520314
1591,0.260296390311865,0.2923764035344571,0.9545026034309344,-0.4519648568124365,-0.018251769321475625,0.5025377466184979,0.5190065388983921,0.2108984427783268,-0.46878494570890594
1592,-0.026046926597679487,-0.0548442472495041,-0.2945567247693017,0.11628100540770037,-0.1146632498961564,-0.17827571936160136,0.3139887689240233,0.0769368652712421,-0.08612427536929523
1593,-0.5420175185959106,-0.6712233107256194,-0.6954587485575447,0.42908246767752267,-0.2139693485543066,-0.2663762808800221,0.3682579277030178,0.0031863582039717286,0.2836617783405533
1594,0.29284855520759123,0.18721963837352434,-0.028177557584685542,-0.23082762237609683,-0.13912338729827645,-0.2590051799607824,0.21134516840474743,0.09127901089900614,-0.02406488550755581
1595,0.24647434308574945,0.09468713569799125,0.8078912404044484,-0.5994263522902425,-0.2572395565923553,0.20846488811420583,0.7577843369898449,0.34865219788877055,-0.5058149832827268
