date,market,arm,system_id,seed,equity,return,calendar_week,run_id
2024-05-21,Brazil,Transformer_BASE,Transformer_BASE,37,89070.5110553093,-0.011318877609836096,2024-05-20,Transformer_BASE_Brazil_37
2024-05-22,Brazil,Transformer_BASE,Transformer_BASE,37,87632.44391663742,-0.01614526650440898,2024-05-20,Transformer_BASE_Brazil_37
2024-05-23,Brazil,Transformer_BASE,Transformer_BASE,37,86741.78723939133,-0.01016354945085582,2024-05-20,Transformer_BASE_Brazil_37
2024-05-24,Brazil,Transformer_BASE,Transformer_BASE,37,85652.1363337822,-0.012562006620890753,2024-05-20,Transformer_BASE_Brazil_37
2024-05-27,Brazil,Transformer_BASE,Transformer_BASE,37,85139.18659241867,-0.005988755953086625,2024-05-27,Transformer_BASE_Brazil_37
2024-05-28,Brazil,Transformer_BASE,Transformer_BASE,37,84678.01297791672,-0.0054167021433937325,2024-05-27,Transformer_BASE_Brazil_37
2024-05-29,Brazil,Transformer_BASE,Transformer_BASE,37,84136.21610673142,-0.006398318195380879,2024-05-27,Transformer_BASE_Brazil_37
2024-05-31,Brazil,Transformer_BASE,Transformer_BASE,37,82329.94612916184,-0.021468400424357416,2024-05-27,Transformer_BASE_Brazil_37
2024-06-03,Brazil,Transformer_BASE,Transformer_BASE,37,82448.03605033111,0.0014343495498467932,2024-06-03,Transformer_BASE_Brazil_37
2024-06-04,Brazil,Transformer_BASE,Transformer_BASE,37,82278.28540946197,-0.0020588803445301582,2024-06-03,Transformer_BASE_Brazil_37
2024-06-05,Brazil,Transformer_BASE,Transformer_BASE,37,81616.02335501861,-0.00804905025849262,2024-06-03,Transformer_BASE_Brazil_37
2024-06-06,Brazil,Transformer_BASE,Transformer_BASE,37,82422.14085382652,0.009876951432703516,2024-06-03,Transformer_BASE_Brazil_37
2024-06-07,Brazil,Transformer_BASE,Transformer_BASE,37,81915.53426355553,-0.0061464866724276115,2024-06-03,Transformer_BASE_Brazil_37
2024-06-10,Brazil,Transformer_BASE,Transformer_BASE,37,81752.6398448391,-0.0019885656631663195,2024-06-10,Transformer_BASE_Brazil_37
2024-06-11,Brazil,Transformer_BASE,Transformer_BASE,37,81974.26714128685,0.0027109497242949867,2024-06-10,Transformer_BASE_Brazil_37
2024-06-12,Brazil,Transformer_BASE,Transformer_BASE,37,81241.3659209652,-0.008940625465531305,2024-06-10,Transformer_BASE_Brazil_37
2024-06-13,Brazil,Transformer_BASE,Transformer_BASE,37,81482.61622614098,0.0029695500862267515,2024-06-10,Transformer_BASE_Brazil_37
2024-06-14,Brazil,Transformer_BASE,Transformer_BASE,37,82141.12476343346,0.008081583137498965,2024-06-10,Transformer_BASE_Brazil_37
2024-06-17,Brazil,Transformer_BASE,Transformer_BASE,37,82015.90013689232,-0.0015245058659932498,2024-06-17,Transformer_BASE_Brazil_37
2024-06-18,Brazil,Transformer_BASE,Transformer_BASE,37,81521.90977853966,-0.006023104758079157,2024-06-17,Transformer_BASE_Brazil_37
2024-06-19,Brazil,Transformer_BASE,Transformer_BASE,37,82088.92009348107,0.0069553119705086895,2024-06-17,Transformer_BASE_Brazil_37
2024-06-20,Brazil,Transformer_BASE,Transformer_BASE,37,82155.18493265343,0.0008072324388833759,2024-06-17,Transformer_BASE_Brazil_37
2024-06-21,Brazil,Transformer_BASE,Transformer_BASE,37,83155.17738527489,0.012171994420573724,2024-06-17,Transformer_BASE_Brazil_37
